pack,pos,number,name,subtitle,rarity,type,aspects,variant,normalNumber,foilLook,hyperspaceLook,confidence,note
4,7,344,Covert Believers,,Common,Unit,Vigilance,Hyperspace,80,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
4,8,201,Open Circle Ace,,Common,Unit,Cunning/Heroism,Normal,201,no,no,high,
4,9,130,Fang Fighter Squadron,,Common,Unit,Command,Normal,130,no,no,high,
4,10,213,Womp Rat,,Common,Unit,Cunning,Normal,213,no,no,high,
4,11,262,Faith in the Empire,,Common,Upgrade,,Normal,262,no,no,high,
4,12,727,Tatooine Sand Beast,,Common,Unit,Cunning,Hyperspace Foil,225,"card had a distinct glossy/holo blue border in photo, consistent with foil",n/a,high,pos12 forced HS-Foil per invariant rule; visual glare corroborates foil
4,13,187,Reckoning,,Uncommon,Event,Aggression,Normal,187,no,no,high,
4,14,68,Domesticated Loth-Cat,,Uncommon,Unit,Vigilance,Normal,68,no,no,high,
4,15,159,Alphabet Squadron U-Wing,Quiet Devotion,Uncommon,Unit,Aggression/Heroism,Normal,159,no,no,high,
4,16,60,Cobb Vanth,Let Me Handle This,Rare,Unit,Vigilance/Heroism,Normal,60,no,n/a,high,
5,1,9,Ahsoka Tano,Trust in the Force,Common,Leader,Command/Heroism,Normal,9,no,n/a,high,leader variant unverifiable at this res
5,2,26,Freetown,,Common,Base,Cunning,Normal,26,no,n/a,high,base variant unverifiable at this res
5,3,92,Foundling Rescue,,Common,Event,Vigilance,Normal,92,no,no,high,
5,4,181,Mark My Words,,Common,Upgrade,Aggression,Normal,181,no,no,high,
5,5,78,B-Wing Rearguard,,Common,Unit,Vigilance,Normal,78,no,no,high,
5,6,174,StarFortress Heavy Bomber,,Common,Unit,Aggression,Normal,174,no,no,high,
5,7,434,Desert Sharpshooter,,Common,Unit,Aggression,Hyperspace,170,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
5,8,126,Survivors' Langskib,,Common,Unit,Command,Normal,126,no,no,high,
5,9,207,Heroic Purrgil,,Common,Unit,Cunning/Heroism,Normal,207,no,no,high,
5,10,140,Stronger Together,,Common,Event,Command,Normal,140,no,no,high,
5,11,225,Tatooine Sand Beast,,Common,Unit,Cunning,Normal,225,no,no,high,
5,12,582,Covert Believers,,Common,Unit,Vigilance,Hyperspace Foil,80,not clearly foil at this res,n/a,high,pos12 forced HS-Foil per invariant rule
5,13,210,DDC Defender,,Uncommon,Upgrade,Cunning/Heroism,Normal,210,no,no,high,
5,14,125,Stolen Eta Shuttle,,Uncommon,Unit,Command,Normal,125,no,no,high,
5,15,194,Snub Fighter Squadron,,Uncommon,Unit,Cunning/Villainy,Normal,194,no,no,high,
5,16,83,Summa-verminoth,,Legendary,Unit,Vigilance,Normal,83,no,n/a,high,
6,1,11,Cad Bane,Still Faster than You,Common,Leader,Aggression/Villainy,Normal,11,no,n/a,high,leader variant unverifiable at this res
6,2,25,Emperor's Observatory,,Common,Base,Cunning,Normal,25,no,n/a,high,base variant unverifiable at this res
6,3,237,Mouse Droid,,Common,Unit,Villainy,Normal,237,no,no,high,
6,4,87,Cybernetic Enhancements,,Common,Upgrade,Vigilance,Normal,87,no,no,high,
6,5,164,Alamite Hunter,,Common,Unit,Aggression,Normal,164,no,no,high,
6,6,80,Covert Believers,,Common,Unit,Vigilance,Normal,80,no,no,high,
6,7,380,Ant Droid,,Common,Unit,Command,Hyperspace,116,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
6,8,251,Zealous Soldier,,Common,Unit,Heroism,Normal,251,no,no,high,
6,9,129,Defenders of the Forest,,Common,Unit,Command,Normal,129,no,no,high,
6,10,205,Inspiring Veteran,,Common,Unit,Cunning/Heroism,Normal,205,no,no,high,
6,11,107,Clan Wren Loyalist,,Common,Unit,Command/Heroism,Normal,107,no,no,high,
6,12,598,Forest Patroller,,Common,Unit,Command/Villainy,Hyperspace Foil,96,not clearly foil at this res,n/a,high,pos12 forced HS-Foil per invariant rule
6,13,160,Kachirho Militia,,Uncommon,Unit,Aggression/Heroism,Normal,160,no,no,high,
6,14,64,The Armorer,Secrecy is Our Survival,Uncommon,Unit,Vigilance/Heroism,Normal,64,no,no,high,
6,15,93,Captain Pellaeon,Plotting from the Shadows,Uncommon,Unit,Command/Villainy,Normal,93,no,no,high,
6,16,128,Bothan-5,New Republic Prison Ship,Rare,Unit,Command,Normal,128,no,n/a,high,
7,1,10,Bo-Katan Kryze,Reclaiming Mandalore,Rare,Leader,Command/Heroism,Normal,10,no,n/a,high,leader variant unverifiable at this res
7,2,20,"Nevarro City, Restored",,Common,Base,Vigilance,Normal,20,no,n/a,high,base variant unverifiable at this res
7,3,244,Remnant Trooper Corps,,Common,Unit,Villainy,Normal,244,no,no,high,
7,4,145,Praetorian Elite,,Common,Unit,Aggression/Villainy,Normal,145,no,no,high,
7,5,48,Imperial Armored Commando,,Common,Unit,Vigilance/Villainy,Normal,48,no,no,high,
7,6,167,Flarestar Attack Shuttle,,Common,Unit,Aggression,Normal,167,no,no,high,
7,7,524,Mos Espa Watermonger,,Common,Unit,,Hyperspace,260,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
7,8,256,Rebel Infiltrators,,Common,Unit,Heroism,Normal,256,no,no,high,
7,9,193,Emperor's Champion,,Common,Unit,Cunning/Villainy,Normal,193,no,no,high,
7,10,124,Protectorate Fighter,,Common,Unit,Command,Normal,124,no,no,high,
7,11,189,Emperor's Messenger,,Common,Unit,Cunning/Villainy,Normal,189,no,no,high,
7,12,562,Cobb Vanth,Let Me Handle This,Rare,Unit,Vigilance/Heroism,Hyperspace Foil,60,not clearly foil at this res,n/a,high,"pos12 forced HS-Foil per invariant rule; foil slot pulled a Rare identity (wildcard rarity), not a common"
7,13,41,Outcast,Mercenary Starship,Uncommon,Unit,Aggression/Cunning,Normal,41,no,no,high,
7,14,56,Huyang,Your Aptitude Falls Short,Uncommon,Unit,Vigilance/Heroism,Normal,56,no,no,high,
7,15,241,Marrok's Fiend Fighter,Formidable Pursuer,Uncommon,Unit,Villainy,Normal,241,no,no,high,
7,16,203,Mando's N-1 Starfighter,Faster than a Fathier,Rare,Unit,Cunning/Heroism,Normal,203,no,n/a,high,
8,1,8,Moff Gideon,Indomitable Warlord,Common,Leader,Command/Villainy,Normal,8,no,n/a,high,leader variant unverifiable at this res
8,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,no,n/a,high,base variant unverifiable at this res
8,3,246,Exploit Advantage,,Common,Event,Villainy,Normal,246,no,no,high,
8,4,89,Perseverance,,Common,Event,Vigilance,Normal,89,no,no,high,
8,5,152,Inspired Recruit,,Common,Unit,Aggression/Heroism,Normal,152,no,no,high,
8,6,58,Duchess's Protector,,Common,Unit,Vigilance/Heroism,Normal,58,no,no,high,
8,7,380,Ant Droid,,Common,Unit,Command,Hyperspace,116,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
8,8,173,Shydopp Pirate Skiff,,Common,Unit,Aggression,Normal,173,no,no,medium,title partly obscured; matched to unique reference entry
8,9,227,Heightened Awareness,,Common,Upgrade,Cunning,Normal,227,no,no,high,
8,10,111,Children of the Watch,,Common,Unit,Command/Heroism,Normal,111,no,no,high,
8,11,263,The Way of the Mand'alor,,Common,Upgrade,,Normal,263,no,no,high,
8,12,761,LEP Ratcatcher,,Common,Unit,,Hyperspace Foil,259,not clearly foil at this res,n/a,high,pos12 forced HS-Foil per invariant rule
8,13,108,Crix Madine,Strike Team Strategist,Uncommon,Unit,Command/Heroism,Normal,108,no,no,high,
8,14,147,The Cyborg Mech,Mysterious Threat,Uncommon,Unit,Aggression/Villainy,Normal,147,no,no,high,
8,15,54,Pointless to Resist,,Uncommon,Upgrade,Vigilance/Villainy,Normal,54,no,no,high,
8,16,151,Operation Cinder,,Rare,Event,Aggression/Villainy,Normal,151,no,n/a,high,
9,1,16,Shin Hati,Eager Adversary,Common,Leader,Cunning/Villainy,Normal,16,no,n/a,high,leader variant unverifiable at this res
9,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,no,n/a,high,base variant unverifiable at this res
9,3,143,Tempest Lieutenant,,Common,Unit,Aggression/Villainy,Normal,143,no,no,high,
9,4,260,Mos Espa Watermonger,,Common,Unit,,Normal,260,no,no,high,
9,5,69,Noti Nomad,,Common,Unit,Vigilance,Normal,69,no,no,high,
9,6,188,Galvanized Leap,,Common,Event,Aggression,Normal,188,no,no,high,
9,7,312,Imperial Armored Commando,,Common,Unit,Vigilance/Villainy,Hyperspace,48,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
9,8,234,Masterstroke,,Common,Event,Cunning,Normal,234,no,no,high,
9,9,95,Remnant Interceptor,,Common,Unit,Command/Villainy,Normal,95,no,no,high,
9,10,218,Ferry Droid,,Common,Unit,Cunning,Normal,218,no,no,high,
9,11,120,Warrior of Clan Kryze,,Common,Unit,Command,Normal,120,no,no,high,
9,12,643,TIE Striker,,Common,Unit,Aggression/Villainy,Hyperspace Foil,141,not clearly foil at this res,n/a,high,pos12 forced HS-Foil per invariant rule
9,13,209,Ezra Bridger,The Force is All I Need,Uncommon,Unit,Cunning/Heroism,Normal,209,no,no,high,
9,14,119,Greef Karga,Introductions are in Order,Uncommon,Unit,Command,Normal,119,no,no,high,
9,15,133,Trask Walker,,Uncommon,Unit,Command,Normal,133,no,no,high,
9,16,63,Bo-Katan's Gauntlet,Reinforce from Above,Rare,Unit,Vigilance/Heroism,Normal,63,no,n/a,high,
10,1,13,Ezra Bridger,It's Now or Never,Common,Leader,Aggression/Heroism,Normal,13,no,n/a,high,leader variant unverifiable at this res
10,2,24,Dragonsnake Bog,,Common,Base,Aggression,Normal,24,no,n/a,high,base variant unverifiable at this res
10,3,45,Reanimated Night Trooper,,Common,Unit,Vigilance/Villainy,Normal,45,no,no,high,
10,4,173,Shydopp Pirate Skiff,,Common,Unit,Aggression,Normal,173,no,no,high,
10,5,81,Nebulon-C Frigate,,Common,Unit,Vigilance,Normal,81,no,no,high,
10,6,171,Pegasus Tri-Wing,,Common,Unit,Aggression,Normal,171,no,no,high,
10,7,395,Dinosaur Turtle,,Common,Unit,Command,Hyperspace,131,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
10,8,252,N5 Sentry Droid,,Common,Unit,Heroism,Normal,252,no,no,high,
10,9,190,Peridea Bandit,,Common,Unit,Cunning/Villainy,Normal,190,no,no,high,
10,10,106,Pathfinder Sergeant,,Common,Unit,Command/Heroism,Normal,106,no,no,high,
10,11,232,Full of Surprises,,Common,Event,Cunning,Normal,232,no,no,high,
10,12,632,Fang Fighter Squadron,,Common,Unit,Command,Hyperspace Foil,130,not clearly foil at this res,n/a,high,pos12 forced HS-Foil per invariant rule
10,13,150,Deadly Vulnerability,,Uncommon,Upgrade,Aggression/Villainy,Normal,150,no,no,high,
10,14,72,Doctor Pershing,Dedicated to Research,Uncommon,Unit,Vigilance,Normal,72,no,no,high,
10,15,204,Blade Three,Bane of the Devastator,Uncommon,Unit,Cunning/Heroism,Normal,204,no,no,medium,"subtitle read as ""One of the Dozens"" on card but only one Blade Three exists in reference; used reference subtitle"
10,16,206,Kelleran Beq,Where are the Others?,Legendary,Unit,Cunning/Heroism,Normal,206,no,n/a,high,
11,1,3,Baylan Skoll,Power Beyond Dream,Common,Leader,Vigilance/Villainy,Normal,3,no,n/a,high,leader variant unverifiable at this res
11,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,no,n/a,high,base variant unverifiable at this res
11,3,261,Noti Mobile Pod,,Common,Unit,,Normal,261,no,no,high,
11,4,71,Battered Haulcraft,,Common,Unit,Vigilance,Normal,71,no,no,high,
11,5,165,Clan Vizsla Soldier,,Common,Unit,Aggression,Normal,165,no,no,high,
11,6,92,Foundling Rescue,,Common,Event,Vigilance,Normal,92,no,no,high,
11,7,454,Peridea Bandit,,Common,Unit,Cunning/Villainy,Hyperspace,190,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
11,8,250,Imperial Defector,,Common,Unit,Heroism,Normal,250,no,no,high,
11,9,131,Dinosaur Turtle,,Common,Unit,Command,Normal,131,no,no,high,
11,10,214,Amnesty Officer,,Common,Unit,Cunning,Normal,214,no,no,high,
11,11,98,AT-ST Raider,,Common,Unit,Command/Villainy,Normal,98,no,no,high,
11,12,558,Huyang,Your Aptitude Falls Short,Uncommon,Unit,Vigilance/Heroism,Hyperspace Foil,56,not clearly foil at this res,n/a,high,pos12 forced HS-Foil per invariant rule; foil slot pulled an Uncommon identity (wildcard rarity)
11,13,35,Tatooine Repulsor Train,,Uncommon,Unit,Command/Aggression,Normal,35,no,no,high,
11,14,88,The Conflict Within,,Uncommon,Upgrade,Vigilance,Normal,88,no,no,high,
11,15,301,Red Leader,Strike the Reactor,Rare,Unit,Command/Cunning/Heroism,Hyperspace,37,no,no,high,"UC3 upgrade slot: card is Rare not Uncommon, used Hyperspace printing per rule"
11,16,36,Rukh,From the Shadows,Rare,Unit,Command/Cunning/Villainy,Normal,36,no,n/a,high,
12,1,16,Shin Hati,Eager Adversary,Common,Leader,Cunning/Villainy,Normal,16,no,n/a,high,leader variant unverifiable at this res
12,2,25,Emperor's Observatory,,Common,Base,Cunning,Normal,25,no,n/a,high,base variant unverifiable at this res
12,3,240,Mandalorian Super Commandos,,Common,Unit,Villainy,Normal,240,no,no,high,
12,4,154,Honorable Nite Owl,,Common,Unit,Aggression/Heroism,Normal,154,no,no,high,
12,5,86,Durasteel Plating,,Common,Upgrade,Vigilance,Normal,86,no,no,high,
12,6,176,Imposing Scout Walker,,Common,Unit,Aggression,Normal,176,no,no,high,
12,7,337,Palace Chef Droid,,Common,Unit,Vigilance,Hyperspace,73,no,not clearly borderless at this res,high,pos7 forced-Hyperspace per invariant rule
12,8,233,Keep Them Talking,,Common,Event,Cunning,Normal,233,no,no,high,
12,9,121,Blurrg,,Common,Unit,Command,Normal,121,no,no,high,
12,10,254,Gallofree Transport,,Common,Unit,Heroism,Normal,254,no,no,high,
12,11,221,Helix Starfighter,,Common,Unit,Cunning,Normal,221,no,no,high,
12,12,559,Lothal E-Wing,,Common,Unit,Vigilance/Heroism,Hyperspace Foil,57,not clearly foil at this res,n/a,high,pos12 forced HS-Foil per invariant rule
12,13,178,Knobby White Ice Spider,,Uncommon,Unit,Aggression,Normal,178,no,no,high,
12,14,209,Ezra Bridger,The Force is All I Need,Uncommon,Unit,Cunning/Heroism,Normal,209,no,no,high,
12,15,217,Mayor's Majordomo,No Problem Groveling,Uncommon,Unit,Cunning,Normal,217,no,no,high,
12,16,247,One Must Destroy to Create,,Rare,Event,Villainy,Normal,247,no,n/a,high,
13,1,17,Greef Karga,Gracious Magistrate,Common,Leader,Cunning/Heroism,Normal,17,no,no,high,leader variant unverifiable at low res
13,2,24,Dragonsnake Bog,,Common,Base,Aggression,Normal,24,no,no,high,base variant unverifiable at low res
13,3,259,LEP Ratcatcher,,Common,Unit,,Normal,259,no,no,high,
13,4,207,Heroic Purrgil,,Common,Unit,Cunning/Heroism,Normal,207,no,no,high,
13,5,57,Lothal E-Wing,,Common,Unit,Vigilance/Heroism,Normal,57,no,no,high,
13,6,258,Grassroots Resistance,,Common,Event,Heroism,Normal,258,no,no,high,
13,7,434,Desert Sharpshooter,,Common,Unit,Aggression,Hyperspace,170,no,yes,medium,pos7 slot forced Hyperspace per invariant rule not independently confirmed by border
13,8,91,Buy Time,,Common,Event,Vigilance,Normal,91,no,no,high,
13,9,239,Imperial Loyalist,,Common,Unit,Villainy,Normal,239,no,no,high,
13,10,222,Unsanctioned Patrol,,Common,Unit,Cunning,Normal,222,no,no,high,
13,11,140,Stronger Together,,Common,Event,Command,Normal,140,no,no,high,
13,12,744,Death Trooper Squad,,Common,Unit,Villainy,Hyperspace Foil,242,yes,yes,high,blank magenta glare art confirms foil slot
13,13,180,Bokken Saber,,Uncommon,Upgrade,Aggression,Normal,180,no,no,high,
13,14,192,Fennec Shand,The Galaxy Is Dangerous,Uncommon,Unit,Cunning/Villainy,Normal,192,no,no,high,
13,15,217,Mayor's Majordomo,No Problem Groveling,Uncommon,Unit,Cunning,Normal,217,no,no,high,UC3 slot standard treatment no upgrade evidence
13,16,37,Red Leader,Strike the Reactor,Rare,Unit,Command/Cunning/Heroism,Normal,37,no,no,high,
14,1,14,The Mandalorian,We Can't Keep Running,Rare,Leader,Aggression/Heroism,Normal,14,no,no,high,leader variant unverifiable at low res
14,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,no,no,high,base variant unverifiable at low res
14,3,175,Wookiee Chieftain,,Common,Unit,Aggression,Normal,175,no,no,high,
14,4,136,Display of Strength,,Common,Event,Command,Normal,136,no,no,high,
14,5,73,Palace Chef Droid,,Common,Unit,Vigilance,Normal,73,no,no,high,
14,6,249,Covert Veteran,,Common,Unit,Heroism,Normal,249,no,no,high,
14,7,502,Attendant Navigator,,Common,Unit,Villainy,Hyperspace,238,no,yes,medium,pos7 slot forced Hyperspace per invariant rule not independently confirmed by border
14,8,157,Danger Squadron Wingmen,,Common,Unit,Aggression/Heroism,Normal,157,no,no,high,
14,9,166,Ewok Warrior,,Common,Unit,Aggression,Normal,166,no,no,high,
14,10,126,Survivors' Langskib,,Common,Unit,Command,Normal,126,no,no,high,
14,11,201,Open Circle Ace,,Common,Unit,Cunning/Heroism,Normal,201,no,no,high,
14,12,568,Luke's Jedi Lightsaber,Constructed by Hand,Special,Upgrade,Vigilance/Heroism,Hyperspace Foil,66,yes,yes,medium,9 commons clean by count so foil landed on this Special card instead per rarity-count elimination
14,13,44,Barriss Offee,Redeeming Herself,Uncommon,Unit,Cunning/Vigilance,Normal,44,no,no,high,
14,14,97,Moff Gideon,Remnant Commander,Uncommon,Unit,Command/Villainy,Normal,97,no,no,high,
14,15,67,Get Lost,,Uncommon,Event,Vigilance/Heroism,Normal,67,no,no,high,
14,16,149,Eviscerator,Burn Them Away,Rare,Unit,Aggression/Villainy,Normal,149,no,no,high,
15,1,11,Cad Bane,Still Faster than You,Common,Leader,Aggression/Villainy,Normal,11,no,no,high,leader variant unverifiable at low res
15,2,19,Fortress of the Great Mothers,,Common,Base,Vigilance,Normal,19,no,no,high,base variant unverifiable at low res
15,3,76,Remnant Official,,Common,Unit,Vigilance,Normal,76,no,no,high,
15,4,231,Diplomatic Pageantry,,Common,Event,Cunning,Normal,231,no,no,high,
15,5,166,Ewok Warrior,,Common,Unit,Aggression,Normal,166,no,no,high,
15,6,130,Fang Fighter Squadron,,Common,Unit,Command,Normal,130,no,no,high,
15,7,315,Reinforcing Light Cruiser,,Common,Unit,Vigilance/Villainy,Hyperspace,51,no,yes,medium,pos7 slot forced Hyperspace per invariant rule not independently confirmed by border
15,8,239,Imperial Loyalist,,Common,Unit,Villainy,Normal,239,no,no,high,
15,9,218,Ferry Droid,,Common,Unit,Cunning,Normal,218,no,no,high,
15,10,216,Mandalorian Scout,,Common,Unit,Cunning,Normal,216,no,no,high,
15,11,122,Consortium StarViper,,Common,Unit,Command,Normal,122,no,no,high,
15,12,676,StarFortress Heavy Bomber,,Common,Unit,Aggression,Hyperspace Foil,174,no,no,low,10 common-tier cards observed with no visible glare confirmed; foil assigned by structural elimination as last common before uncommon run
15,13,169,Axe Woves,Undaunted,Uncommon,Unit,Aggression,Normal,169,no,no,high,
15,14,133,Trask Walker,,Uncommon,Unit,Command,Normal,133,no,no,high,
15,15,220,Remnant Lookouts,,Uncommon,Unit,Cunning,Normal,220,no,no,high,
15,16,62,The Mandalorian,Devoted Rescuer,Legendary,Unit,Vigilance/Heroism,Normal,62,no,no,high,leader is Cad Bane; this is the separate Legendary unit-side Mandalorian card in rare/legendary slot
16,1,8,Moff Gideon,Indomitable Warlord,Common,Leader,Command/Villainy,Normal,8,no,no,high,leader variant unverifiable at low res
16,2,21,Emperor's Throne Room,,Common,Base,Command,Normal,21,no,no,high,base variant unverifiable at low res
16,3,185,Intimidation,,Common,Event,Aggression,Normal,185,no,no,high,
16,4,138,Turning the Tide,,Common,Event,Command,Normal,138,no,no,high,
16,5,61,Strike Team Vanguard,,Common,Unit,Vigilance/Heroism,Normal,61,no,no,high,
16,6,228,Preparation,,Common,Upgrade,Cunning,Normal,228,no,no,high,
16,7,405,TIE Striker,,Common,Unit,Aggression/Villainy,Hyperspace,141,no,yes,medium,pos7 slot forced Hyperspace per invariant rule not independently confirmed by border
16,8,71,Battered Haulcraft,,Common,Unit,Vigilance,Normal,71,no,no,high,
16,9,117,Outland Protector,,Common,Unit,Command,Normal,117,no,no,high,
16,10,215,Flanking TIE Interceptor,,Common,Unit,Cunning,Normal,215,no,no,high,
16,11,264,A New Order,,Common,Event,,Normal,264,no,no,high,
16,12,553,Reinforcing Light Cruiser,,Common,Unit,Vigilance/Villainy,Hyperspace Foil,51,no,no,low,10 common-tier cards observed with no visible glare confirmed; foil assigned by structural elimination as last common before uncommon run
16,13,65,Home One,Heart of the Fleet,Uncommon,Unit,Vigilance/Heroism,Normal,65,no,no,high,
16,14,178,Knobby White Ice Spider,,Uncommon,Unit,Aggression,Normal,178,no,no,high,
16,15,109,T-6 Shuttle 1974,With a Mentor's Dedication,Uncommon,Unit,Command/Heroism,Normal,109,no,no,high,
16,16,42,Jabba the Hutt,Eminence of Tatooine,Rare,Unit,Cunning/Vigilance/Villainy,Normal,42,no,no,high,
17,1,6,Sabine Wren,Bargaining on Belief,Common,Leader,Vigilance/Heroism,Normal,6,no,no,high,leader variant unverifiable at low res
17,2,22,Kryze Castle,,Common,Base,Command,Normal,22,no,no,high,base variant unverifiable at low res
17,3,188,Galvanized Leap,,Common,Event,Aggression,Normal,188,no,no,high,
17,4,256,Rebel Infiltrators,,Common,Unit,Heroism,Normal,256,no,no,high,
17,5,237,Mouse Droid,,Common,Unit,Villainy,Normal,237,no,no,high,
17,6,98,AT-ST Raider,,Common,Unit,Command/Villainy,Normal,98,no,no,high,
17,7,353,Perseverance,,Common,Event,Vigilance,Hyperspace,89,no,yes,medium,pos7 slot forced Hyperspace per invariant rule not independently confirmed by border
