pack,pos,number,name,subtitle,rarity,type,aspects,variant,normalNumber,foilLook,hyperspaceLook,confidence,note
5,7,524,Mos Espa Watermonger,,Common,Unit,,Hyperspace,260,no,assumed,medium,pos7 HS assignment by structural rule not visual glare/border confirmation
5,8,82,Trexler Armored Marauder,,Common,Unit,Vigilance,Normal,82,no,no,high,
5,9,45,Reanimated Night Trooper,,Common,Unit,Vigilance/Villainy,Normal,45,no,no,high,
5,10,96,Forest Patroller,,Common,Unit,Command/Villainy,Normal,96,no,no,high,
5,11,232,Full of Surprises,,Common,Event,Cunning,Normal,232,no,no,high,
5,12,597,Remnant Interceptor,,Common,Unit,Command/Villainy,Hyperspace Foil,95,assumed,assumed,medium,pos12 foil assignment by structural rule not visual glare confirmation
5,13,49,Shin Hati,Going Somewhere?,Uncommon,Unit,Vigilance/Villainy,Normal,49,no,no,high,
5,14,159,Alphabet Squadron U-Wing,Quiet Devotion,Uncommon,Unit,Aggression/Heroism,Normal,159,no,no,high,
5,15,253,Yellow Aces Bomber,,Uncommon,Unit,Heroism,Normal,253,no,no,high,"clean pack, no UC3 upgrade signal (rarity is plain Uncommon)"
5,16,37,Red Leader,Strike the Reactor,Rare,Unit,Command/Cunning/Heroism,Normal,37,no,no,high,
6,1,9,Ahsoka Tano,Trust in the Force,Common,Leader,Command/Heroism,Normal,9,no,no,high,leader variant unverifiable at this resolution
6,2,290,Freetown,,Common,Base,Cunning,Hyperspace,26,no,1,high,base variant unverifiable at this resolution; variant corrected via 2026-07-12 number-first re-read (read 290)
6,3,174,StarFortress Heavy Bomber,,Common,Unit,Aggression,Normal,174,no,no,high,
6,4,116,Ant Droid,,Common,Unit,Command,Normal,116,no,no,high,
6,5,80,Covert Believers,,Common,Unit,Vigilance,Normal,80,no,no,high,
6,6,193,Emperor's Champion,,Common,Unit,Cunning/Villainy,Normal,193,no,no,high,
6,7,510,Exploit Advantage,,Common,Event,Villainy,Hyperspace,246,no,assumed,medium,pos7 HS assignment by structural rule not visual glare/border confirmation
6,8,252,N5 Sentry Droid,,Common,Unit,Heroism,Normal,252,no,no,high,first of two copies pulled this pack
6,9,173,Shydopp Pirate Skiff,,Common,Unit,Aggression,Normal,173,no,no,high,
6,10,122,Consortium StarViper,,Common,Unit,Command,Normal,122,no,no,high,
6,11,252,N5 Sentry Droid,,Common,Unit,Heroism,Normal,252,no,no,high,second of two copies pulled this pack (duplicate common)
6,12,692,Peridea Bandit,,Common,Unit,Cunning/Villainy,Hyperspace Foil,190,assumed,assumed,medium,pos12 foil assignment by structural rule not visual glare confirmation
6,13,99,Gozanti Assault Carrier,,Uncommon,Unit,Command/Villainy,Normal,99,no,no,high,
6,14,67,Get Lost,,Uncommon,Event,Vigilance/Heroism,Normal,67,no,no,high,
6,15,172,Razor Crest,Outfitted Armament,Uncommon,Unit,Aggression,Normal,172,no,no,high,"clean pack, no UC3 upgrade signal (rarity is plain Uncommon)"
6,16,186,Treacherous Minefield,,Rare,Event,Aggression,Normal,186,no,no,high,
7,1,16,Shin Hati,Eager Adversary,Common,Leader,Cunning/Villainy,Normal,16,no,no,high,leader variant unverifiable at this resolution
7,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,no,no,high,base variant unverifiable at this resolution
7,3,78,B-Wing Rearguard,,Common,Unit,Vigilance,Normal,78,no,no,high,
7,4,218,Ferry Droid,,Common,Unit,Cunning,Normal,218,no,no,high,
7,5,152,Inspired Recruit,,Common,Unit,Aggression/Heroism,Normal,152,no,no,high,
7,6,106,Pathfinder Sergeant,,Common,Unit,Command/Heroism,Normal,106,no,no,high,
7,7,337,Palace Chef Droid,,Common,Unit,Vigilance,Hyperspace,73,no,assumed,medium,pos7 HS assignment by structural rule not visual glare/border confirmation
7,8,221,Helix Starfighter,,Common,Unit,Cunning,Normal,221,no,no,high,
7,9,141,TIE Striker,,Common,Unit,Aggression/Villainy,Normal,141,no,no,high,
7,10,171,Pegasus Tri-Wing,,Common,Unit,Aggression,Normal,171,no,no,high,
7,11,250,Imperial Defector,,Common,Unit,Heroism,Normal,250,no,no,high,
7,12,622,Warrior of Clan Kryze,,Common,Unit,Command,Hyperspace Foil,120,assumed,assumed,medium,pos12 foil assignment by structural rule not visual glare confirmation
7,13,115,The Student Guides the Master,,Uncommon,Event,Command/Heroism,Normal,115,no,no,medium,"title clear but card shows a ""Learned"" tag atypical for Event subtype; identity confirmed by title match against reference"
7,14,65,Home One,Heart of the Fleet,Uncommon,Unit,Vigilance/Heroism,Normal,65,no,no,high,
7,15,488,Elzar Mann,Haunted by a Vision,Legendary,Unit,Cunning,Hyperspace,224,no,assumed,low,"structural anomaly: 2 Legendary-rarity cards present (this + Gallius Rax) with only 2 true Uncommons vs expected 3 Uncommon+1 Rare/Legendary; treated as UC3->Hyperspace-Legendary upgrade, other Legendary kept as pos16 - which card fills which slot is a guess"
7,16,100,Gallius Rax,Counselor to the Empire,Legendary,Unit,Command/Villainy,Normal,100,no,no,medium,assigned as the pos16 legendary slot; see note on pos15
8,1,8,Moff Gideon,Indomitable Warlord,Common,Leader,Command/Villainy,Normal,8,no,no,high,leader variant unverifiable at this resolution
8,2,24,Dragonsnake Bog,,Common,Base,Aggression,Normal,24,no,no,high,base variant unverifiable at this resolution
8,3,240,Mandalorian Super Commandos,,Common,Unit,Villainy,Normal,240,no,no,high,
8,4,254,Gallofree Transport,,Common,Unit,Heroism,Normal,254,no,no,high,
8,5,57,Lothal E-Wing,,Common,Unit,Vigilance/Heroism,Normal,57,no,no,high,
8,6,216,Mandalorian Scout,,Common,Unit,Cunning,Normal,216,no,no,high,
8,7,418,Honorable Nite Owl,,Common,Unit,Aggression/Heroism,Hyperspace,154,no,assumed,medium,pos7 HS assignment by structural rule not visual glare/border confirmation
8,8,152,Inspired Recruit,,Common,Unit,Aggression/Heroism,Normal,152,no,no,medium,"photo shows a blank/washed-out ability-text box on this card (possible glare), but treated as vanilla common per structural rule rather than the foil slot"
8,9,82,Trexler Armored Marauder,,Common,Unit,Vigilance,Normal,82,no,no,high,
8,10,51,Reinforcing Light Cruiser,,Common,Unit,Vigilance/Villainy,Normal,51,no,no,high,
8,11,228,Preparation,,Common,Upgrade,Cunning,Normal,228,no,no,high,
8,12,598,Forest Patroller,,Common,Unit,Command/Villainy,Hyperspace Foil,96,assumed,assumed,medium,pos12 foil assignment by structural rule not visual glare confirmation
8,13,142,Mortar Trooper,,Uncommon,Unit,Aggression/Villainy,Normal,142,no,no,high,
8,14,198,Nowhere to Hide,,Uncommon,Upgrade,Cunning/Villainy,Normal,198,no,no,high,
8,15,133,Trask Walker,,Uncommon,Unit,Command,Normal,133,no,no,high,"clean pack, no UC3 upgrade signal (rarity is plain Uncommon)"
8,16,219,Jod Na Nawood,Keeping Secrets,Rare,Unit,Cunning,Normal,219,no,no,high,
9,1,270,Sabine Wren,Bargaining on Belief,Common,Leader,Vigilance/Heroism,Hyperspace,6,no,1,medium,leader variant unverifiable at this resolution; variant corrected via 2026-07-12 number-first re-read (read 270)
9,2,22,Kryze Castle,,Common,Base,Command,Normal,22,no,no,high,base variant unverifiable at this resolution
9,3,157,Danger Squadron Wingmen,,Common,Unit,Aggression/Heroism,Normal,157,no,no,high,
9,4,264,A New Order,,Common,Event,,Normal,264,no,no,high,
9,5,259,LEP Ratcatcher,,Common,Unit,,Normal,259,no,no,high,
9,6,138,Turning the Tide,,Common,Event,Command,Normal,138,no,no,high,
9,7,325,Strike Team Vanguard,,Common,Unit,Vigilance/Heroism,Hyperspace,61,no,assumed,medium,pos7 HS assignment by structural rule; photo also shows a blank/washed-out art-text box on this card consistent with a foil-look
9,8,58,Duchess's Protector,,Common,Unit,Vigilance/Heroism,Normal,58,no,no,high,
9,9,176,Imposing Scout Walker,,Common,Unit,Aggression,Normal,176,no,no,high,
9,10,222,Unsanctioned Patrol,,Common,Unit,Cunning,Normal,222,no,no,high,
9,11,117,Outland Protector,,Common,Unit,Command,Normal,117,no,no,high,
9,12,733,Diplomatic Pageantry,,Common,Event,Cunning,Hyperspace Foil,231,assumed,assumed,medium,pos12 foil assignment by structural rule not visual glare confirmation
9,13,29,Scorpenek Annihilator Droid,,Uncommon,Unit,Vigilance/Command,Normal,29,no,no,high,
9,14,180,Bokken Saber,,Uncommon,Upgrade,Aggression,Normal,180,no,no,high,
9,15,220,Remnant Lookouts,,Uncommon,Unit,Cunning,Normal,220,no,no,high,"clean pack, no UC3 upgrade signal (rarity is plain Uncommon)"
9,16,77,Ryder Azadi,Restored Governor,Rare,Unit,Vigilance,Normal,77,no,no,high,
10,1,1,The Armorer,Steel Shapes Us,Rare,Leader,Vigilance/Command,Normal,1,no,no,high,leader variant unverifiable at this resolution; leader is itself Rare-rarity by print
10,2,20,"Nevarro City, Restored",,Common,Base,Vigilance,Normal,20,no,no,high,base variant unverifiable at this resolution
10,3,91,Buy Time,,Common,Event,Vigilance,Normal,91,no,no,high,
10,4,215,Flanking TIE Interceptor,,Common,Unit,Cunning,Normal,215,no,no,high,
10,5,239,Imperial Loyalist,,Common,Unit,Villainy,Normal,239,no,no,high,first of two copies pulled this pack
10,6,258,Grassroots Resistance,,Common,Event,Heroism,Normal,258,no,no,high,
10,7,448,Follow Me,,Common,Event,Aggression,Hyperspace,184,no,assumed,medium,pos7 HS assignment by structural rule not visual glare/border confirmation
10,8,239,Imperial Loyalist,,Common,Unit,Villainy,Normal,239,no,no,high,second of two copies pulled this pack (duplicate common)
10,9,76,Remnant Official,,Common,Unit,Vigilance,Normal,76,no,no,high,
10,10,264,A New Order,,Common,Event,,Normal,264,no,no,high,
10,11,233,Keep Them Talking,,Common,Event,Cunning,Normal,233,no,no,high,
10,12,638,Display of Strength,,Common,Event,Command,Hyperspace Foil,136,assumed,assumed,medium,pos12 foil assignment by structural rule not visual glare confirmation
10,13,109,T-6 Shuttle 1974,With a Mentor's Dedication,Uncommon,Unit,Command/Heroism,Normal,109,no,no,high,
10,14,50,Morgan Elsbeth,Life Abandoned,Uncommon,Unit,Vigilance/Villainy,Normal,50,no,no,high,
10,15,358,Moff Jerjerrod,We Shall Redouble Our Efforts,Special,Unit,Command/Villainy,Hyperspace,94,no,assumed,low,"structural anomaly: Special-rarity Moff Jerjerrod present alongside Rare Lang, only 2 true Uncommons vs expected 3 Uncommon+1 Rare; treated as UC3->Hyperspace-Special upgrade, Lang kept as pos16 - which card fills which slot is a guess"
10,16,123,Lang,Arrogant Mercenary,Rare,Unit,Command,Normal,123,no,no,medium,assigned as the pos16 rare slot; see note on pos15
11,1,13,Ezra Bridger,It's Now or Never,Common,Leader,Aggression/Heroism,Normal,13,no,no,high,leader variant unverifiable at this resolution
11,2,289,Emperor's Observatory,,Common,Base,Cunning,Hyperspace,25,no,1,high,base variant unverifiable at this resolution; variant corrected via 2026-07-12 number-first re-read (read 289)
11,3,185,Intimidation,,Common,Event,Aggression,Normal,185,no,no,high,
11,4,134,Warrior's Legacy,,Common,Upgrade,Command,Normal,134,no,no,high,
11,5,75,Pit Droid Team,,Common,Unit,Vigilance,Normal,75,no,no,high,
11,6,249,Covert Veteran,,Common,Unit,Heroism,Normal,249,no,no,high,
11,7,434,Desert Sharpshooter,,Common,Unit,Aggression,Hyperspace,170,no,assumed,medium,pos7 HS assignment by structural rule not visual glare/border confirmation
11,8,136,Display of Strength,,Common,Event,Command,Normal,136,no,no,high,
11,9,238,Attendant Navigator,,Common,Unit,Villainy,Normal,238,no,no,high,
11,10,129,Defenders of the Forest,,Common,Unit,Command,Normal,129,no,no,high,
11,11,122,Consortium StarViper,,Common,Unit,Command,Normal,122,no,no,high,
11,12,723,Helix Starfighter,,Common,Unit,Cunning,Hyperspace Foil,221,assumed,assumed,medium,pos12 foil assignment by structural rule not visual glare confirmation
11,13,156,R5-D4,Built for Adventure,Uncommon,Unit,Aggression/Heroism,Normal,156,no,no,high,
11,14,103,Long Live the Empire,,Uncommon,Event,Command/Villainy,Normal,103,no,no,high,
11,15,204,Blade Three,Bane of the Devastator,Uncommon,Unit,Cunning/Heroism,Normal,204,no,no,high,"clean pack, no UC3 upgrade signal (rarity is plain Uncommon)"
11,16,168,Migs Mayfeld,How About a Toast?,Rare,Unit,Aggression,Normal,168,no,no,high,
12,1,3,Baylan Skoll,Power Beyond Dream,Common,Leader,Vigilance/Villainy,Normal,3,no,no,high,leader variant unverifiable at this resolution
12,2,19,Fortress of the Great Mothers,,Common,Base,Vigilance,Normal,19,no,no,high,base variant unverifiable at this resolution
12,3,86,Durasteel Plating,,Common,Upgrade,Vigilance,Normal,86,no,no,high,
12,4,201,Open Circle Ace,,Common,Unit,Cunning/Heroism,Normal,201,no,no,high,
12,5,175,Wookiee Chieftain,,Common,Unit,Aggression,Normal,175,no,no,high,
12,6,130,Fang Fighter Squadron,,Common,Unit,Command,Normal,130,no,no,high,
12,7,506,Death Trooper Squad,,Common,Unit,Villainy,Hyperspace,242,no,assumed,medium,pos7 HS assignment by structural rule not visual glare/border confirmation
12,8,51,Reinforcing Light Cruiser,,Common,Unit,Vigilance/Villainy,Normal,51,no,no,high,
12,9,76,Remnant Official,,Common,Unit,Vigilance,Normal,76,no,no,high,
12,10,222,Unsanctioned Patrol,,Common,Unit,Cunning,Normal,222,no,no,high,
12,11,121,Blurrg,,Common,Unit,Command,Normal,121,no,no,high,
12,12,587,Grav Charge,,Uncommon,Upgrade,Vigilance,Hyperspace Foil,85,assumed,assumed,low,"structural anomaly: only 9 commons present (no 10th for a common-tier foil), so foil slot filled by an Uncommon-rarity HS Foil instead; guess as to which uncommon fills pos12 vs pos13"
12,13,192,Fennec Shand,The Galaxy Is Dangerous,Uncommon,Unit,Cunning/Villainy,Normal,192,no,no,high,
12,14,358,Moff Jerjerrod,We Shall Redouble Our Efforts,Special,Unit,Command/Villainy,Hyperspace,94,no,assumed,low,structural anomaly: 3 high-rarity cards present this pack (this Special + Marrok Rare + Gorian Shard's Corsair Legendary) vs only 2 true Uncommons and 1 expected Rare/Legendary; treated as an extra UC3-tier Hyperspace upgrade filling pos14 - low confidence on exact slot
12,15,294,Marrok,Mysterious Warrior,Rare,Unit,Vigilance/Aggression/Villainy,Hyperspace,30,no,assumed,low,structural anomaly (see pos14 note): treated as the pos15 UC3->Hyperspace-Rare upgrade slot
12,16,196,Gorian Shard's Corsair,Pirate Warship,Legendary,Unit,Cunning/Villainy,Normal,196,no,no,medium,"assigned as the pos16 legendary slot; see notes on pos14/pos15 - this pack pulled 3 high-rarity cards total, one extra beyond the normal 16-card structure's single rare/legendary slot"
13,1,3,Baylan Skoll,Power Beyond Dream,Common,Leader,Vigilance/Villainy,Normal,3,none,none,high,leader back/epic-action side shown; variant unverifiable at this resolution
13,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,none,none,high,variant unverifiable at this resolution
13,3,227,Heightened Awareness,,Common,Upgrade,Cunning,Normal,227,none,none,high,
13,4,48,Imperial Armored Commando,,Common,Unit,Vigilance/Villainy,Normal,48,none,none,high,
13,5,111,Children of the Watch,,Common,Unit,Command/Heroism,Normal,111,none,none,high,
13,6,167,Flarestar Attack Shuttle,,Common,Unit,Aggression,Normal,167,none,none,high,first of two copies pulled this pack
13,7,510,Exploit Advantage,,Common,Event,Villainy,Hyperspace,246,none,no visual cue at this res,medium,"pos7 forced-Hyperspace per invariant rule; no distinguishing borderless look observed, assigned by slot position not visual confirmation"
13,8,89,Perseverance,,Common,Event,Vigilance,Normal,89,none,none,high,
13,9,167,Flarestar Attack Shuttle,,Common,Unit,Aggression,Normal,167,none,none,high,second copy (duplicate common)
13,10,189,Emperor's Messenger,,Common,Unit,Cunning/Villainy,Normal,189,none,none,high,
13,11,116,Ant Droid,,Common,Unit,Command,Normal,116,none,none,high,
13,12,744,Death Trooper Squad,,Common,Unit,Villainy,Hyperspace Foil,242,"blank/washed-out art box, no legible text",borderless full-art,high,clearest foil signal in the pack - totally blank text box vs all other commons showing readable text
13,13,49,Shin Hati,Going Somewhere?,Uncommon,Unit,Vigilance/Villainy,Normal,49,none,none,high,
13,14,159,Alphabet Squadron U-Wing,Quiet Devotion,Uncommon,Unit,Aggression/Heroism,Normal,159,none,none,high,
13,15,99,Gozanti Assault Carrier,,Uncommon,Unit,Command/Villainy,Normal,99,none,none,high,"UC3 slot; standard uncommon frame, no prestige/HS upgrade indicators observed"
13,16,63,Bo-Katan's Gauntlet,Reinforce from Above,Rare,Unit,Vigilance/Heroism,Normal,63,none,none,high,
14,1,16,Shin Hati,Eager Adversary,Common,Leader,Cunning/Villainy,Normal,16,none,none,high,leader back/epic-action side shown; variant unverifiable at this resolution
14,2,25,Emperor's Observatory,,Common,Base,Cunning,Normal,25,none,none,high,variant unverifiable at this resolution
14,3,95,Remnant Interceptor,,Common,Unit,Command/Villainy,Normal,95,none,none,high,
14,4,218,Ferry Droid,,Common,Unit,Cunning,Normal,218,none,none,high,
14,5,58,Duchess's Protector,,Common,Unit,Vigilance/Heroism,Normal,58,none,none,high,
14,6,174,StarFortress Heavy Bomber,,Common,Unit,Aggression,Normal,174,none,none,high,
14,7,407,Tempest Lieutenant,,Common,Unit,Aggression/Villainy,Hyperspace,143,none,no visual cue at this res,medium,"pos7 forced-Hyperspace per invariant rule; no distinguishing borderless look observed, assigned by slot position not visual confirmation"
14,8,260,Mos Espa Watermonger,,Common,Unit,,Normal,260,none,none,high,
14,9,214,Amnesty Officer,,Common,Unit,Cunning,Normal,214,none,none,high,
14,10,263,The Way of the Mand'alor,,Common,Upgrade,,Normal,263,none,none,high,
14,11,234,Masterstroke,,Common,Event,Cunning,Normal,234,none,none,high,
14,12,654,Inspired Recruit,,Common,Unit,Aggression/Heroism,Hyperspace Foil,152,"totally blank/white text box, no legible text vs all other commons readable",borderless full-art,high,clearest foil signal in the pack
14,13,67,Get Lost,,Uncommon,Event,Vigilance/Heroism,Normal,67,none,none,high,
14,14,172,Razor Crest,Outfitted Armament,Uncommon,Unit,Aggression,Normal,172,none,none,high,
14,15,217,Mayor's Majordomo,No Problem Groveling,Uncommon,Unit,Cunning,Normal,217,none,none,high,"UC3 slot; standard uncommon frame, no prestige/HS upgrade indicators observed"
14,16,36,Rukh,From the Shadows,Rare,Unit,Command/Cunning/Villainy,Normal,36,none,none,high,
15,1,274,Bo-Katan Kryze,Reclaiming Mandalore,Rare,Leader,Command/Heroism,Hyperspace,10,none,1,medium,leader back/epic-action side shown; variant unverifiable at this resolution; variant corrected via 2026-07-12 number-first re-read (read 274)
15,2,22,Kryze Castle,,Common,Base,Command,Normal,22,none,none,high,variant unverifiable at this resolution
15,3,69,Noti Nomad,,Common,Unit,Vigilance,Normal,69,none,none,high,
15,4,106,Pathfinder Sergeant,,Common,Unit,Command/Heroism,Normal,106,none,none,high,
15,5,188,Galvanized Leap,,Common,Event,Aggression,Normal,188,none,none,high,
15,6,51,Reinforcing Light Cruiser,,Common,Unit,Vigilance/Villainy,Normal,51,none,none,high,
15,7,309,Reanimated Night Trooper,,Common,Unit,Vigilance/Villainy,Hyperspace,45,none,no visual cue at this res,medium,"pos7 forced-Hyperspace per invariant rule; no distinguishing borderless look observed, assigned by slot position not visual confirmation"
15,8,173,Shydopp Pirate Skiff,,Common,Unit,Aggression,Normal,173,none,none,high,
15,9,259,LEP Ratcatcher,,Common,Unit,,Normal,259,none,none,high,
15,10,120,Warrior of Clan Kryze,,Common,Unit,Command,Normal,120,none,none,high,
15,11,252,N5 Sentry Droid,,Common,Unit,Heroism,Normal,252,none,none,high,
15,12,692,Peridea Bandit,,Common,Unit,Cunning/Villainy,Hyperspace Foil,190,"totally blank/tan text box, no legible text vs all other commons readable",borderless full-art,high,clearest foil signal in the pack
15,13,115,The Student Guides the Master,,Uncommon,Event,Command/Heroism,Normal,115,none,none,high,
15,14,65,Home One,Heart of the Fleet,Uncommon,Unit,Vigilance/Heroism,Normal,65,none,none,high,
