pack,pos,number,name,subtitle,rarity,type,variant,slotRole,pullOrder,confidence,note
5,15,583,Nebulon-C Frigate,,Common,Unit,Hyperspace Foil,hsf,true,high,
5,16,724,Unsanctioned Patrol,,Common,Unit,Hyperspace Foil,hsf,true,high,
6,1,277,Ezra Bridger,It's Now or Never,Common,Leader,Hyperspace,leader,true,high,
6,2,360,Forest Patroller,,Common,Unit,Hyperspace,hs,true,high,
6,3,496,Full of Surprises,,Common,Event,Hyperspace,hs,true,high,
6,4,386,Consortium StarViper,,Common,Unit,Hyperspace,hs,true,high,
6,5,435,Pegasus Tri-Wing,,Common,Unit,Hyperspace,hs,true,high,
6,6,315,Reinforcing Light Cruiser,,Common,Unit,Hyperspace,hs,true,high,
6,7,406,Mortar Trooper,,Uncommon,Unit,Hyperspace,hs,true,high,
6,8,474,DDC Defender,,Uncommon,Upgrade,Hyperspace,hs,true,high,
6,9,509,Eye of Sion,Delivered from Exile,Legendary,Unit,Hyperspace,hs,true,high,
6,10,791,Shin Hati,Going Somewhere?,Uncommon,Unit,Standard Prestige,prestige,true,high,
6,11,554,Chimaera,A Frightening Reality,Legendary,Unit,Hyperspace Foil,hsf,true,high,
6,12,551,Shin Hati,Going Somewhere?,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
6,13,680,Knobby White Ice Spider,,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
6,14,717,Flanking TIE Interceptor,,Common,Unit,Hyperspace Foil,hsf,true,high,
6,15,753,Zealous Soldier,,Common,Unit,Hyperspace Foil,hsf,true,high,
6,16,668,Ewok Warrior,,Common,Unit,Hyperspace Foil,hsf,true,low,number edge/glare-inferred; treatment+structure consistent
7,1,275,Cad Bane,Still Faster than You,Common,Leader,Hyperspace,leader,true,high,
7,2,321,Lothal E-Wing,,Common,Unit,Hyperspace,hs,true,high,
7,3,503,Imperial Loyalist,,Common,Unit,Hyperspace,hs,true,high,
7,4,430,Ewok Warrior,,Common,Unit,Hyperspace,hs,true,high,
7,5,482,Ferry Droid,,Common,Unit,Hyperspace,hs,true,high,
7,6,381,Outland Protector,,Common,Unit,Hyperspace,hs,true,high,
7,7,336,Doctor Pershing,Dedicated to Research,Uncommon,Unit,Hyperspace,hs,true,high,
7,8,414,Deadly Vulnerability,,Uncommon,Upgrade,Hyperspace,hs,true,high,
7,9,499,Sense Through the Force,,Rare,Event,Hyperspace,hs,true,high,
7,10,795,The Mandalorian,Devoted Rescuer,Legendary,Unit,Standard Prestige,prestige,true,high,
7,11,620,8D8,Daimyo's Majordomo,Rare,Unit,Hyperspace Foil,hsf,true,high,
7,12,722,Remnant Lookouts,,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
7,13,716,Amnesty Officer,,Common,Unit,Hyperspace Foil,hsf,true,high,
7,14,659,Danger Squadron Wingmen,,Common,Unit,Hyperspace Foil,hsf,true,high,
7,15,640,Turning the Tide,,Common,Event,Hyperspace Foil,hsf,true,high,
7,16,563,Strike Team Vanguard,,Common,Unit,Hyperspace Foil,hsf,true,high,
8,1,267,Baylan Skoll,Power Beyond Dream,Common,Leader,Hyperspace,leader,true,high,
8,2,526,Faith in the Empire,,Common,Upgrade,Hyperspace,hs,true,high,
8,3,407,Tempest Lieutenant,,Common,Unit,Hyperspace,hs,true,high,
8,4,353,Perseverance,,Common,Event,Hyperspace,hs,true,high,
8,5,492,Preparation,,Common,Upgrade,Hyperspace,hs,true,high,
8,6,384,Warrior of Clan Kryze,,Common,Unit,Hyperspace,hs,true,high,
8,7,433,Axe Woves,Undaunted,Uncommon,Unit,Hyperspace,hs,true,high,
8,8,302,Purrgil Ultra,,Uncommon,Unit,Hyperspace,hs,true,high,
8,9,415,Operation Cinder,,Rare,Event,Hyperspace,hs,true,high,
8,10,823,Han Solo,It'll Work,Special,Unit,Standard Prestige,prestige,true,high,
8,11,552,Morgan Elsbeth,Life Abandoned,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
8,12,601,Gozanti Assault Carrier,,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
8,13,730,Preparation,,Common,Upgrade,Hyperspace Foil,hsf,true,high,
8,14,744,Death Trooper Squad,,Common,Unit,Hyperspace Foil,hsf,true,high,
8,15,676,StarFortress Heavy Bomber,,Common,Unit,Hyperspace Foil,hsf,true,high,
8,16,553,Reinforcing Light Cruiser,,Common,Unit,Hyperspace Foil,hsf,true,high,
9,1,272,Moff Gideon,Indomitable Warlord,Common,Leader,Hyperspace,leader,true,high,
9,2,513,Covert Veteran,,Common,Unit,Hyperspace,hs,true,high,
9,3,440,Imposing Scout Walker,,Common,Unit,Hyperspace,hs,true,high,
9,4,350,Durasteel Plating,,Common,Upgrade,Hyperspace,hs,true,high,
9,5,477,Womp Rat,,Common,Unit,Hyperspace,hs,true,high,
9,6,468,Blade Three,Bane of the Devastator,Uncommon,Unit,Hyperspace,hs,true,high,
9,7,411,The Cyborg Mech,Mysterious Threat,Uncommon,Unit,Hyperspace,hs,true,high,
9,8,382,8D8,Daimyo's Majordomo,Rare,Unit,Hyperspace,hs,true,high,
9,9,419,Grogu,Yes. Yes. Yes.,Legendary,Unit,Hyperspace,hs,true,high,
9,10,877,Darth Vader,Meet Your Destiny,Special,Unit,Foil Prestige,prestige,true,high,
9,11,749,One Must Destroy to Create,,Rare,Event,Hyperspace Foil,hsf,true,high,
9,12,738,Far Far Away,,Uncommon,Event,Hyperspace Foil,hsf,true,high,
9,13,692,Peridea Bandit,,Common,Unit,Hyperspace Foil,hsf,true,high,
9,14,739,Mouse Droid,,Common,Unit,Hyperspace Foil,hsf,true,high,
9,15,609,Clan Wren Loyalist,,Common,Unit,Hyperspace Foil,hsf,true,high,
9,16,687,Intimidation,,Common,Event,Hyperspace Foil,hsf,true,high,
10,1,274,Bo-Katan Kryze,Reclaiming Mandalore,Rare,Leader,Hyperspace,leader,true,high,
10,2,398,Warrior's Legacy,,Common,Upgrade,Hyperspace,hs,true,high,
10,3,514,Imperial Defector,,Common,Unit,Hyperspace,hs,true,high,
10,4,491,Heightened Awareness,,Common,Upgrade,Hyperspace,hs,true,high,
10,5,344,Covert Believers,,Common,Unit,Hyperspace,hs,true,high,
10,6,434,Desert Sharpshooter,,Common,Unit,Hyperspace,hs,true,high,
10,7,320,Huyang,Your Aptitude Falls Short,Uncommon,Unit,Hyperspace,hs,true,high,
10,8,383,Greef Karga,Introductions are in Order,Uncommon,Unit,Hyperspace,hs,true,high,
10,9,521,Choose Your Path,,Rare,Event,Hyperspace,hs,true,high,
10,10,811,Sabine Wren,I Learned the Hard Way,Uncommon,Unit,Standard Prestige,prestige,true,high,
10,11,531,Scorpenek Annihilator Droid,,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
10,12,644,Mortar Trooper,,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
10,13,733,Diplomatic Pageantry,,Common,Event,Hyperspace Foil,hsf,true,low,number edge/glare-inferred; treatment+structure consistent
10,14,756,Gallofree Transport,,Common,Unit,Hyperspace Foil,hsf,true,high,
10,15,591,Perseverance,,Common,Event,Hyperspace Foil,hsf,true,high,
10,16,683,Mark My Words,,Common,Upgrade,Hyperspace Foil,hsf,true,high,
11,1,280,Shin Hati,Eager Adversary,Common,Leader,Hyperspace,leader,true,high,
11,2,380,Ant Droid,,Common,Unit,Hyperspace,hs,true,high,
11,3,524,Mos Espa Watermonger,,Common,Unit,Hyperspace,hs,true,high,
11,4,437,Shydopp Pirate Skiff,,Common,Unit,Hyperspace,hs,true,high,
11,5,312,Imperial Armored Commando,,Common,Unit,Hyperspace,hs,true,low,number edge/glare-inferred; treatment+structure consistent
11,6,395,Dinosaur Turtle,,Common,Unit,Hyperspace,hs,true,high,
11,7,458,Snub Fighter Squadron,,Uncommon,Unit,Hyperspace,hs,true,high,
11,8,519,Anakin Skywalker,You Were Right About Me,Special,Unit,Hyperspace,hs,true,high,
11,9,298,Wicket,Yub Nub!,Rare,Unit,Hyperspace,hs,true,high,
11,10,788,Grand Admiral Thrawn,Orchestrating His Return,Rare,Unit,Standard Prestige,prestige,true,high,
11,11,697,Helgait,Dooku Was a Visionary,Rare,Unit,Hyperspace Foil,hsf,true,high,
11,12,610,Crix Madine,Strike Team Strategist,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
11,13,618,Ant Droid,,Common,Unit,Hyperspace Foil,hsf,true,high,
11,14,727,Tatooine Sand Beast,,Common,Unit,Hyperspace Foil,hsf,true,high,
11,15,582,Covert Believers,,Common,Unit,Hyperspace Foil,hsf,true,high,
11,16,598,Forest Patroller,,Common,Unit,Hyperspace Foil,hsf,true,high,
12,1,273,Ahsoka Tano,Trust in the Force,Common,Leader,Hyperspace,leader,true,high,
12,2,454,Peridea Bandit,,Common,Unit,Hyperspace,hs,true,high,
12,3,337,Palace Chef Droid,,Common,Unit,Hyperspace,hs,true,high,
12,4,501,Mouse Droid,,Common,Unit,Hyperspace,hs,true,high,
12,5,428,Alamite Hunter,,Common,Unit,Hyperspace,hs,true,high,
12,6,318,Pointless to Resist,,Uncommon,Upgrade,Hyperspace,hs,true,high,
12,7,367,Long Live the Empire,,Uncommon,Event,Hyperspace,hs,true,high,
12,8,305,Outcast,Mercenary Starship,Uncommon,Unit,Hyperspace,hs,true,high,
12,9,466,Carson Teva,There's Something Going On,Rare,Unit,Hyperspace,hs,true,high,
12,10,845,Arcana Star Map,Path to Peridea,Legendary,Upgrade,Foil Prestige,prestige,true,high,
12,11,719,Mayor's Majordomo,No Problem Groveling,Uncommon,Unit,Hyperspace Foil,hsf,true,high,
12,12,561,Leia Organa,Vigilant for Danger,Special,Unit,Hyperspace Foil,hsf,true,low,number edge/glare-inferred; treatment+structure consistent
12,13,761,LEP Ratcatcher,,Common,Unit,Hyperspace Foil,hsf,true,high,
12,14,643,TIE Striker,,Common,Unit,Hyperspace Foil,hsf,true,high,
12,15,632,Fang Fighter Squadron,,Common,Unit,Hyperspace Foil,hsf,true,high,
12,16,559,Lothal E-Wing,,Common,Unit,Hyperspace Foil,hsf,true,high,
