pack,pos,number,name,subtitle,rarity,type,aspects,variant,normalNumber,foilLook,hyperspaceLook,confidence,note
2,11,129,Defenders of the Forest,,Common,Unit,Command,Normal,129,no,no,high,
2,12,627,Stolen Eta Shuttle,,Uncommon,Unit,Command,Hyperspace Foil,125,unclear,unclear,medium,"Only 9 true commons found (not 10), so foil sits among the 4 Uncommon-rarity cards; assigned to first-in-raw-order Uncommon (Stolen Eta Shuttle) per positional convention, not visually confirmed as foil"
2,13,54,Pointless to Resist,,Uncommon,Upgrade,Vigilance/Villainy,Normal,54,no,no,high,UC1
2,14,209,Ezra Bridger,The Force is All I Need,Uncommon,Unit,Cunning/Heroism,Normal,209,no,no,high,UC2
2,15,119,Greef Karga,Introductions are in Order,Uncommon,Unit,Command,Normal,119,no,no,high,UC3; no prestige/upgrade treatment visible
2,16,83,Summa-verminoth,,Legendary,Unit,Vigilance,Normal,83,no,no,high,Rare/Legendary slot
3,1,11,Cad Bane,Still Faster than You,Common,Leader,Aggression/Villainy,Normal,11,unclear,unclear,high,"Leader; variant unverifiable at this resolution, defaulted Normal"
3,2,20,"Nevarro City, Restored",,Common,Base,Vigilance,Normal,20,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
3,3,143,Tempest Lieutenant,,Common,Unit,Aggression/Villainy,Normal,143,no,no,high,
3,4,252,N5 Sentry Droid,,Common,Unit,Heroism,Normal,252,no,no,high,
3,5,260,Mos Espa Watermonger,,Common,Unit,,Normal,260,no,no,high,
3,6,190,Peridea Bandit,,Common,Unit,Cunning/Villainy,Normal,190,no,no,high,
3,7,309,Reanimated Night Trooper,,Common,Unit,Vigilance/Villainy,Hyperspace,45,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
3,8,51,Reinforcing Light Cruiser,,Common,Unit,Vigilance/Villainy,Normal,51,no,no,high,
3,9,174,StarFortress Heavy Bomber,,Common,Unit,Aggression,Normal,174,no,no,high,
3,10,71,Battered Haulcraft,,Common,Unit,Vigilance,Normal,71,no,no,high,
3,11,205,Inspiring Veteran,,Common,Unit,Cunning/Heroism,Normal,205,no,no,high,
3,12,626,Protectorate Fighter,,Common,Unit,Command,Hyperspace Foil,124,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
3,13,150,Deadly Vulnerability,,Uncommon,Upgrade,Aggression/Villainy,Normal,150,no,no,high,UC1
3,14,72,Doctor Pershing,Dedicated to Research,Uncommon,Unit,Vigilance,Normal,72,no,no,high,UC2
3,15,217,Mayor's Majordomo,No Problem Groveling,Uncommon,Unit,Cunning,Normal,217,no,no,high,UC3; no prestige/upgrade treatment visible
3,16,163,Reckless Sacrifice,,Rare,Event,Aggression/Heroism,Normal,163,no,no,high,Rare slot
4,1,2,Fennec Shand,Ready for War,Rare,Leader,Aggression/Cunning,Normal,2,unclear,unclear,high,"Leader; variant unverifiable at this resolution, defaulted Normal"
4,2,25,Emperor's Observatory,,Common,Base,Cunning,Normal,25,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
4,3,80,Covert Believers,,Common,Unit,Vigilance,Normal,80,no,no,high,
4,4,250,Imperial Defector,,Common,Unit,Heroism,Normal,250,no,no,high,
4,5,246,Exploit Advantage,,Common,Event,Villainy,Normal,246,no,no,high,
4,6,120,Warrior of Clan Kryze,,Common,Unit,Command,Normal,120,no,no,high,
4,7,437,Shydopp Pirate Skiff,,Common,Unit,Aggression,Hyperspace,173,no,unclear,medium,"pos7 slot invariant applied; title partly stylized (""Skytroop""-looking) but matches Shydopp Pirate Skiff via Sabotage ability text; no visually distinct borderless frame confirmed at photo resolution"
4,8,190,Peridea Bandit,,Common,Unit,Cunning/Villainy,Normal,190,no,no,medium,art area appeared washed out/glare in overview photo
4,9,78,B-Wing Rearguard,,Common,Unit,Vigilance,Normal,78,no,no,high,
4,10,231,Diplomatic Pageantry,,Common,Event,Cunning,Normal,231,no,no,high,
4,11,116,Ant Droid,,Common,Unit,Command,Normal,116,no,no,high,
4,12,695,Emperor's Champion,,Common,Unit,Cunning/Villainy,Hyperspace Foil,193,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
4,13,35,Tatooine Repulsor Train,,Uncommon,Unit,Command/Aggression,Normal,35,no,no,high,UC1
4,14,88,The Conflict Within,,Uncommon,Upgrade,Vigilance,Normal,88,no,no,high,UC2
4,15,147,The Cyborg Mech,Mysterious Threat,Uncommon,Unit,Aggression/Villainy,Normal,147,no,no,high,UC3; no prestige/upgrade treatment visible
4,16,77,Ryder Azadi,Restored Governor,Rare,Unit,Vigilance,Normal,77,no,no,high,Rare slot
5,1,6,Sabine Wren,Bargaining on Belief,Common,Leader,Vigilance/Heroism,Normal,6,unclear,unclear,high,"Leader; variant unverifiable at this resolution, defaulted Normal"
5,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
5,3,152,Inspired Recruit,,Common,Unit,Aggression/Heroism,Normal,152,no,no,high,
5,4,228,Preparation,,Common,Upgrade,Cunning,Normal,228,no,no,high,
5,5,73,Palace Chef Droid,,Common,Unit,Vigilance,Normal,73,no,no,high,
5,6,96,Forest Patroller,,Common,Unit,Command/Villainy,Normal,96,no,no,high,
5,7,405,TIE Striker,,Common,Unit,Aggression/Villainy,Hyperspace,141,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
5,8,237,Mouse Droid,,Common,Unit,Villainy,Normal,237,no,no,high,
5,9,240,Mandalorian Super Commandos,,Common,Unit,Villainy,Normal,240,no,no,high,
5,10,185,Intimidation,,Common,Event,Aggression,Normal,185,no,no,high,
5,11,218,Ferry Droid,,Common,Unit,Cunning,Normal,218,no,no,high,
5,12,608,Pathfinder Sergeant,,Common,Unit,Command/Heroism,Hyperspace Foil,106,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
5,13,178,Knobby White Ice Spider,,Uncommon,Unit,Aggression,Normal,178,no,no,high,UC1
5,14,209,Ezra Bridger,The Force is All I Need,Uncommon,Unit,Cunning/Heroism,Normal,209,no,no,high,UC2
5,15,253,Yellow Aces Bomber,,Uncommon,Unit,Heroism,Normal,253,no,no,high,UC3; no prestige/upgrade treatment visible
5,16,248,Neel,The Cutest Boy,Rare,Unit,Heroism,Normal,248,no,no,high,Rare slot
6,1,9,Ahsoka Tano,Trust in the Force,Common,Leader,Command/Heroism,Normal,9,unclear,unclear,high,"Leader; variant unverifiable at this resolution, defaulted Normal"
6,2,24,Dragonsnake Bog,,Common,Base,Aggression,Normal,24,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
6,3,57,Lothal E-Wing,,Common,Unit,Vigilance/Heroism,Normal,57,no,no,high,
6,4,117,Outland Protector,,Common,Unit,Command,Normal,117,no,no,high,
6,5,154,Honorable Nite Owl,,Common,Unit,Aggression/Heroism,Normal,154,no,no,high,
6,6,231,Diplomatic Pageantry,,Common,Event,Cunning,Normal,231,no,no,high,
6,7,346,Trexler Armored Marauder,,Common,Unit,Vigilance,Hyperspace,82,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
6,8,107,Clan Wren Loyalist,,Common,Unit,Command/Heroism,Normal,107,no,no,high,
6,9,157,Danger Squadron Wingmen,,Common,Unit,Aggression/Heroism,Normal,157,no,no,high,
6,10,252,N5 Sentry Droid,,Common,Unit,Heroism,Normal,252,no,no,high,
6,11,254,Gallofree Transport,,Common,Unit,Heroism,Normal,254,no,no,high,
6,12,718,Mandalorian Scout,,Common,Unit,Cunning,Hyperspace Foil,216,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
6,13,97,Moff Gideon,Remnant Commander,Uncommon,Unit,Command/Villainy,Normal,97,no,no,high,UC1
6,14,49,Shin Hati,Going Somewhere?,Uncommon,Unit,Vigilance/Villainy,Normal,49,no,no,medium,"UC2; subtitle inferred from unique unit-form match, low-res card text"
6,15,192,Fennec Shand,The Galaxy Is Dangerous,Uncommon,Unit,Cunning/Villainy,Normal,192,no,no,high,UC3; no prestige/upgrade treatment visible
6,16,123,Lang,Arrogant Mercenary,Rare,Unit,Command,Normal,123,no,no,high,Rare slot
7,1,13,Ezra Bridger,It's Now or Never,Common,Leader,Aggression/Heroism,Normal,13,unclear,unclear,high,"Leader; variant unverifiable at this resolution, defaulted Normal"
7,2,22,Kryze Castle,,Common,Base,Command,Normal,22,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
7,3,259,LEP Ratcatcher,,Common,Unit,,Normal,259,no,no,high,
7,4,233,Keep Them Talking,,Common,Event,Cunning,Normal,233,no,no,high,
7,5,61,Strike Team Vanguard,,Common,Unit,Vigilance/Heroism,Normal,61,no,no,high,
7,6,136,Display of Strength,,Common,Event,Command,Normal,136,no,no,high,
7,7,440,Imposing Scout Walker,,Common,Unit,Aggression,Hyperspace,176,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
7,8,91,Buy Time,,Common,Event,Vigilance,Normal,91,no,no,high,
7,9,138,Turning the Tide,,Common,Event,Command,Normal,138,no,no,high,first of two Turning the Tide copies in this pack
7,10,264,A New Order,,Common,Event,,Normal,264,no,no,high,
7,11,138,Turning the Tide,,Common,Event,Command,Normal,138,no,no,high,second copy of Turning the Tide in this pack
7,12,713,Fateful Goodbye,,Rare,Event,Cunning/Heroism,Hyperspace Foil,211,unclear,unclear,medium,"Only 9 true commons found and 2 Rare-tier cards present (Fateful Goodbye, Poe Dameron); assigned earlier-in-raw-order rare (Fateful Goodbye) to foil slot per positional convention, true rare slot (pos16) consistently observed at row8-left across all packs so far"
7,13,159,Alphabet Squadron U-Wing,Quiet Devotion,Uncommon,Unit,Aggression/Heroism,Normal,159,no,no,high,UC1
7,14,99,Gozanti Assault Carrier,,Uncommon,Unit,Command/Villainy,Normal,99,no,no,high,UC2
7,15,204,Blade Three,Bane of the Devastator,Uncommon,Unit,Cunning/Heroism,Normal,204,no,no,high,UC3; no prestige/upgrade treatment visible
7,16,40,Poe Dameron,I'll Come Back For You,Rare,Unit,Aggression/Cunning/Heroism,Normal,40,no,no,high,"Rare slot; row8-left position, consistent with pattern across all packs"
8,1,14,The Mandalorian,We Can't Keep Running,Rare,Leader,Aggression/Heroism,Normal,14,unclear,unclear,high,"Leader; variant unverifiable at this resolution, defaulted Normal"
8,2,20,"Nevarro City, Restored",,Common,Base,Vigilance,Normal,20,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
8,3,239,Imperial Loyalist,,Common,Unit,Villainy,Normal,239,no,no,high,
8,4,122,Consortium StarViper,,Common,Unit,Command,Normal,122,no,no,high,
8,5,184,Follow Me,,Common,Event,Aggression,Normal,184,no,no,high,
8,6,221,Helix Starfighter,,Common,Unit,Cunning,Normal,221,no,no,high,
8,7,340,Remnant Official,,Common,Unit,Vigilance,Hyperspace,76,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
8,8,185,Intimidation,,Common,Event,Aggression,Normal,185,no,no,high,first of two Intimidation copies in this pack
8,9,185,Intimidation,,Common,Event,Aggression,Normal,185,no,no,high,second copy of Intimidation in this pack
8,10,188,Galvanized Leap,,Common,Event,Aggression,Normal,188,no,no,high,
8,11,215,Flanking TIE Interceptor,,Common,Unit,Cunning,Normal,215,no,no,high,
8,12,760,Grassroots Resistance,,Common,Event,Heroism,Hyperspace Foil,258,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
8,13,67,Get Lost,,Uncommon,Event,Vigilance/Heroism,Normal,67,no,no,high,UC1
8,14,172,Razor Crest,Outfitted Armament,Uncommon,Unit,Aggression,Normal,172,no,no,high,UC2
8,15,50,Morgan Elsbeth,Life Abandoned,Uncommon,Unit,Vigilance/Villainy,Normal,50,no,no,high,UC3; no prestige/upgrade treatment visible
8,16,224,Elzar Mann,Haunted by a Vision,Legendary,Unit,Cunning,Normal,224,no,no,high,"Rare/Legendary slot; row8-left position, consistent with pattern across all packs"
9,1,13,Ezra Bridger,It's Now or Never,Common,Leader,Aggression/Heroism,Normal,13,unclear,unclear,high,"Leader; variant unverifiable at this resolution, defaulted Normal"
9,2,19,Fortress of the Great Mothers,,Common,Base,Vigilance,Normal,19,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
9,3,75,Pit Droid Team,,Common,Unit,Vigilance,Normal,75,no,no,high,
9,4,222,Unsanctioned Patrol,,Common,Unit,Cunning,Normal,222,no,no,high,
9,5,170,Desert Sharpshooter,,Common,Unit,Aggression,Normal,170,no,no,high,
9,6,121,Blurrg,,Common,Unit,Command,Normal,121,no,no,high,
9,7,502,Attendant Navigator,,Common,Unit,Villainy,Hyperspace,238,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
9,8,231,Diplomatic Pageantry,,Common,Event,Cunning,Normal,231,no,no,high,
9,9,86,Durasteel Plating,,Common,Upgrade,Vigilance,Normal,86,no,no,high,
9,10,45,Reanimated Night Trooper,,Common,Unit,Vigilance/Villainy,Normal,45,no,no,high,
9,11,134,Warrior's Legacy,,Common,Upgrade,Command,Normal,134,no,no,high,
9,12,751,Covert Veteran,,Common,Unit,Heroism,Hyperspace Foil,249,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
9,13,115,The Student Guides the Master,,Uncommon,Event,Command/Heroism,Normal,115,no,no,high,UC1
9,14,65,Home One,Heart of the Fleet,Uncommon,Unit,Vigilance/Heroism,Normal,65,no,no,high,UC2
9,15,226,Qi'ra,Master of Teräs Käsi,Uncommon,Unit,Cunning,Normal,226,no,no,medium,"UC3; card text showed as ""Q'ra"", read as Qi'ra (only matching reference entry); no prestige/upgrade treatment visible"
9,16,43,Corona Four,Justice for Alderaan,Rare,Unit,Cunning/Vigilance/Heroism,Normal,43,no,no,high,"Rare slot; row8-left position, consistent with pattern across all packs"
10,1,8,Moff Gideon,Indomitable Warlord,Common,Leader,Command/Villainy,Normal,8,unclear,unclear,medium,"Leader; ability text partially obscured in photo, identified by name+row1-right slot; variant unverifiable at this resolution, defaulted Normal"
10,2,19,Fortress of the Great Mothers,,Common,Base,Vigilance,Normal,19,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
10,3,175,Wookiee Chieftain,,Common,Unit,Aggression,Normal,175,no,no,high,
10,4,213,Womp Rat,,Common,Unit,Cunning,Normal,213,no,no,high,
10,5,242,Death Trooper Squad,,Common,Unit,Villainy,Normal,242,no,no,high,
10,6,262,Faith in the Empire,,Common,Upgrade,,Normal,262,no,no,high,
10,7,315,Reinforcing Light Cruiser,,Common,Unit,Vigilance/Villainy,Hyperspace,51,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
10,8,254,Gallofree Transport,,Common,Unit,Heroism,Normal,254,no,no,high,
10,9,166,Ewok Warrior,,Common,Unit,Aggression,Normal,166,no,no,high,
10,10,256,Rebel Infiltrators,,Common,Unit,Heroism,Normal,256,no,no,high,
10,11,201,Open Circle Ace,,Common,Unit,Cunning/Heroism,Normal,201,no,no,high,
10,12,632,Fang Fighter Squadron,,Common,Unit,Command,Hyperspace Foil,130,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
10,13,142,Mortar Trooper,,Uncommon,Unit,Aggression/Villainy,Normal,142,no,no,high,UC1
10,14,198,Nowhere to Hide,,Uncommon,Upgrade,Cunning/Villainy,Normal,198,no,no,high,UC2
10,15,133,Trask Walker,,Uncommon,Unit,Command,Normal,133,no,no,high,UC3; no prestige/upgrade treatment visible
10,16,60,Cobb Vanth,Let Me Handle This,Rare,Unit,Vigilance/Heroism,Normal,60,no,no,high,"Rare slot; row8-left position, consistent with pattern across all packs"
11,1,16,Shin Hati,Eager Adversary,Common,Leader,Cunning/Villainy,Normal,16,unclear,unclear,high,"Leader; photo of this pack rotated ~180deg vs other packs (leader/base row at physical bottom, sides swapped); variant unverifiable at this resolution, defaulted Normal"
11,2,25,Emperor's Observatory,,Common,Base,Cunning,Normal,25,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
11,3,92,Foundling Rescue,,Common,Event,Vigilance,Normal,92,no,no,high,
11,4,140,Stronger Together,,Common,Event,Command,Normal,140,no,no,high,
11,5,181,Mark My Words,,Common,Upgrade,Aggression,Normal,181,no,no,high,
11,6,225,Tatooine Sand Beast,,Common,Unit,Cunning,Normal,225,no,no,high,
11,7,342,B-Wing Rearguard,,Common,Unit,Vigilance,Hyperspace,78,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
11,8,89,Perseverance,,Common,Event,Vigilance,Normal,89,no,no,high,
11,9,174,StarFortress Heavy Bomber,,Common,Unit,Aggression,Normal,174,no,no,high,
11,10,193,Emperor's Champion,,Common,Unit,Cunning/Villainy,Normal,193,no,no,high,
11,11,126,Survivors' Langskib,,Common,Unit,Command,Normal,126,no,no,high,
11,12,709,Heroic Purrgil,,Common,Unit,Cunning/Heroism,Hyperspace Foil,207,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
11,13,29,Scorpenek Annihilator Droid,,Uncommon,Unit,Vigilance/Command,Normal,29,no,no,high,UC1
11,14,180,Bokken Saber,,Uncommon,Upgrade,Aggression,Normal,180,no,no,high,UC2
11,15,211,Fateful Goodbye,,Rare,Event,Cunning/Heroism,Normal,211,no,no,medium,"UC3 slot: only 2 true Uncommons present (Scorpenek Annihilator Droid, Bokken Saber) plus 2 Rares (Fateful Goodbye, Bothan-5); Bothan-5 assigned to pos16 per consistent row8-left rare pattern, so this Rare-native card (no Uncommon/Prestige printing exists for it) fills the UC3 slot instead"
11,16,128,Bothan-5,New Republic Prison Ship,Rare,Unit,Command,Normal,128,no,no,high,"Rare slot; row8-left position (post-rotation), consistent with pattern across all packs"
12,1,3,Baylan Skoll,Power Beyond Dream,Common,Leader,Vigilance/Villainy,Normal,3,unclear,unclear,high,"Leader; photo of this pack rotated ~180deg vs other packs (leader/base row at physical bottom, sides swapped); variant unverifiable at this resolution, defaulted Normal"
12,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,unclear,unclear,high,"Base; variant unverifiable at this resolution, defaulted Normal"
12,3,237,Mouse Droid,,Common,Unit,Villainy,Normal,237,no,no,high,
12,4,205,Inspiring Veteran,,Common,Unit,Cunning/Heroism,Normal,205,no,no,high,
12,5,87,Cybernetic Enhancements,,Common,Upgrade,Vigilance,Normal,87,no,no,high,
12,6,107,Clan Wren Loyalist,,Common,Unit,Command/Heroism,Normal,107,no,no,high,
12,7,428,Alamite Hunter,,Common,Unit,Aggression,Hyperspace,164,no,unclear,high,pos7 slot invariant applied; no visually distinct borderless frame confirmed at photo resolution
12,8,181,Mark My Words,,Common,Upgrade,Aggression,Normal,181,no,no,high,
12,9,80,Covert Believers,,Common,Unit,Vigilance,Normal,80,no,no,high,
12,10,75,Pit Droid Team,,Common,Unit,Vigilance,Normal,75,no,no,high,
12,11,251,Zealous Soldier,,Common,Unit,Heroism,Normal,251,no,no,high,
12,12,631,Defenders of the Forest,,Common,Unit,Command,Hyperspace Foil,129,unclear,unclear,high,pos12 foil slot invariant applied; no visible foil glare confirmed at photo resolution
12,13,109,T-6 Shuttle 1974,With a Mentor's Dedication,Uncommon,Unit,Command/Heroism,Normal,109,no,no,high,UC1
12,14,50,Morgan Elsbeth,Life Abandoned,Uncommon,Unit,Vigilance/Villainy,Normal,50,no,no,high,UC2
12,15,220,Remnant Lookouts,,Uncommon,Unit,Cunning,Normal,220,no,no,high,UC3; no prestige/upgrade treatment visible
12,16,203,Mando's N-1 Starfighter,Faster than a Fathier,Rare,Unit,Cunning/Heroism,Normal,203,no,no,high,"Rare slot; row8-left position (post-rotation), consistent with pattern across all packs"
13,1,7,Grand Admiral Sloane,Holding the Empire Together,Rare,Leader,Command/Villainy,Normal,7,no,no,high,"Leader slot bottom-left; variant unverifiable at this resolution, defaulted Normal per rule"
13,2,25,Emperor's Observatory,,Common,Base,Cunning,Normal,25,no,no,high,"Base slot bottom-right; variant unverifiable at this resolution, defaulted Normal per rule"
13,3,89,Perseverance,,Common,Event,Vigilance,Normal,89,no,no,high,
13,4,152,Inspired Recruit,,Common,Unit,Aggression/Heroism,Normal,152,no,no,high,
13,5,58,Duchess's Protector,,Common,Unit,Vigilance/Heroism,Normal,58,no,no,high,
13,6,143,Tempest Lieutenant,,Common,Unit,Aggression/Villainy,Normal,143,no,no,high,
13,7,421,Danger Squadron Wingmen,,Common,Unit,Aggression/Heroism,Hyperspace,157,no,yes,high,"pos7 invariant applied: Hyperspace common, number=normal+264"
13,8,116,Ant Droid,,Common,Unit,Command,Normal,116,no,no,high,
13,9,227,Heightened Awareness,,Common,Upgrade,Cunning,Normal,227,no,no,high,
13,10,111,Children of the Watch,,Common,Unit,Command/Heroism,Normal,111,no,no,high,
13,11,263,The Way of the Mand'alor,,Common,Upgrade,,Normal,263,no,no,high,
13,12,686,Follow Me,,Common,Event,Aggression,Hyperspace Foil,184,yes,yes,high,pos12 invariant applied: Hyperspace Foil slot
13,13,115,The Student Guides the Master,,Uncommon,Event,Command/Heroism,Normal,115,no,no,high,
13,14,49,Shin Hati,Going Somewhere?,Uncommon,Unit,Vigilance/Villainy,Normal,49,no,no,high,Unit version (Sentinel ability text) not the Leader Shin Hati
13,15,217,Mayor's Majordomo,No Problem Groveling,Uncommon,Unit,Cunning,Normal,217,no,no,high,"UC3 slot; no upgrade treatment observed, kept Normal Uncommon"
13,16,53,Pre Vizsla,Strong-Willed Ruler,Legendary,Unit,Vigilance/Villainy,Normal,53,no,no,high,
14,1,9,Ahsoka Tano,Trust in the Force,Common,Leader,Command/Heroism,Normal,9,no,no,high,"Leader slot bottom-left; variant unverifiable, defaulted Normal per rule"
14,2,22,Kryze Castle,,Common,Base,Command,Normal,22,no,no,high,"Base slot bottom-right; variant unverifiable, defaulted Normal per rule"
14,3,260,Mos Espa Watermonger,,Common,Unit,,Normal,260,no,no,high,
14,4,69,Noti Nomad,,Common,Unit,Vigilance,Normal,69,no,no,high,
14,5,188,Galvanized Leap,,Common,Event,Aggression,Normal,188,no,no,high,
14,6,45,Reanimated Night Trooper,,Common,Unit,Vigilance/Villainy,Normal,45,no,no,high,
14,7,325,Strike Team Vanguard,,Common,Unit,Vigilance/Heroism,Hyperspace,61,no,yes,high,"pos7 invariant applied: Hyperspace common, number=normal+264"
14,8,234,Masterstroke,,Common,Event,Cunning,Normal,234,no,no,high,
14,9,95,Remnant Interceptor,,Common,Unit,Command/Villainy,Normal,95,no,no,high,
14,10,218,Ferry Droid,,Common,Unit,Cunning,Normal,218,no,no,high,
14,11,120,Warrior of Clan Kryze,,Common,Unit,Command,Normal,120,no,no,high,
14,12,648,Justifier,Relentless,Uncommon,Unit,Aggression/Villainy,Hyperspace Foil,146,yes,yes,high,pos12 invariant applied: Hyperspace Foil slot (foil rarity need not be common)
14,13,159,Alphabet Squadron U-Wing,Quiet Devotion,Uncommon,Unit,Aggression/Heroism,Normal,159,no,no,high,
14,14,198,Nowhere to Hide,,Uncommon,Upgrade,Cunning/Villainy,Normal,198,no,no,high,
14,15,327,Bo-Katan's Gauntlet,Reinforce from Above,Rare,Unit,Vigilance/Heroism,Hyperspace,63,no,yes,medium,"UC3 slot upgraded to Rare; assigned Hyperspace printing per rule, frame treatment not visually confirmed at this resolution"
14,16,235,Sense Through the Force,,Rare,Event,Cunning,Normal,235,no,no,high,"Rare slot; pack has 2 rares total (this + UC3-upgraded Bo-Katan's Gauntlet at pos15), structural deviation noted"
15,1,17,Greef Karga,Gracious Magistrate,Common,Leader,Cunning/Heroism,Normal,17,no,no,high,"Leader slot bottom-left; variant unverifiable, defaulted Normal per rule"
15,2,24,Dragonsnake Bog,,Common,Base,Aggression,Normal,24,no,no,high,"Base slot bottom-right; variant unverifiable, defaulted Normal per rule"
15,3,173,Shydopp Pirate Skiff,,Common,Unit,Aggression,Normal,173,no,no,high,
15,4,81,Nebulon-C Frigate,,Common,Unit,Vigilance,Normal,81,no,no,high,
15,5,171,Pegasus Tri-Wing,,Common,Unit,Aggression,Normal,171,no,no,high,
15,6,261,Noti Mobile Pod,,Common,Unit,,Normal,261,no,no,high,
15,7,508,Remnant Trooper Corps,,Common,Unit,Villainy,Hyperspace,244,no,yes,high,"pos7 invariant applied: Hyperspace common, number=normal+264"
15,8,252,N5 Sentry Droid,,Common,Unit,Heroism,Normal,252,no,no,high,
15,9,190,Peridea Bandit,,Common,Unit,Cunning/Villainy,Normal,190,no,no,high,
15,10,106,Pathfinder Sergeant,,Common,Unit,Command/Heroism,Normal,106,no,no,high,
